,paperId,title,abstract,year,referenceCount,citationCount,journal,citationStyles,authors
214,11ab5b710892081125ee3e367c8c89f182654905,Affect Regulation and the Development of Psychopathology,,2001.0,0.0,194.0,"{'volume': '52', 'pages': '246-246', 'name': 'Psychiatric Services'}","{'bibtex': '@Article{Dhadphale2001AffectRA,\n author = {Ketan A. Dhadphale and D. Garfield},\n journal = {Psychiatric Services},\n pages = {246-246},\n title = {Affect Regulation and the Development of Psychopathology},\n volume = {52},\n year = {2001}\n}\n'}","[{'authorId': '82139118', 'name': 'Ketan A. Dhadphale'}, {'authorId': '40019625', 'name': 'D. Garfield'}]"
215,11c1c84cc2e8743ad585efd099fedccf938598af,A Serious Game for Android Devices to Help Educate Individuals with Autism on Basic First Aid,,2012.0,7.0,16.0,{'pages': '609-616'},"{'bibtex': '@Inproceedings{Urturi2012ASG,\n author = {Zelai Sáez de Urturi and A. M. Zorrilla and B. G. Zapirain},\n pages = {609-616},\n title = {A Serious Game for Android Devices to Help Educate Individuals with Autism on Basic First Aid},\n year = {2012}\n}\n'}","[{'authorId': '2768853', 'name': 'Zelai Sáez de Urturi'}, {'authorId': '3823997', 'name': 'A. M. Zorrilla'}, {'authorId': '3415641', 'name': 'B. G. Zapirain'}]"
216,11c448e5c8f01a4b512069fb6030a3e74c13e8dd,Functional neural plasticity and associated changes in positive affect after compassion training.,"The development of social emotions such as compassion is crucial for successful social interactions as well as for the maintenance of mental and physical health, especially when confronted with distressing life events. Yet, the neural mechanisms supporting the training of these emotions are poorly understood. To study affective plasticity in healthy adults, we measured functional neural and subjective responses to witnessing the distress of others in a newly developed task (Socio-affective Video Task). Participants' initial empathic responses to the task were accompanied by negative affect and activations in the anterior insula and anterior medial cingulate cortex--a core neural network underlying empathy for pain. Whereas participants reacted with negative affect before training, compassion training increased positive affective experiences, even in response to witnessing others in distress. On the neural level, we observed that, compared with a memory control group, compassion training elicited activity in a neural network including the medial orbitofrontal cortex, putamen, pallidum, and ventral tegmental area--brain regions previously associated with positive affect and affiliation. Taken together, these findings suggest that the deliberate cultivation of compassion offers a new coping strategy that fosters positive affect even when confronted with the distress of others.",2013.0,56.0,491.0,"{'volume': '23 7', 'pages': '\n          1552-61\n        ', 'name': 'Cerebral cortex'}","{'bibtex': '@Article{Klimecki2013FunctionalNP,\n author = {O. Klimecki and Susanne Leiberg and C. Lamm and T. Singer},\n journal = {Cerebral cortex},\n pages = {\n          1552-61\n        },\n title = {Functional neural plasticity and associated changes in positive affect after compassion training.},\n volume = {23 7},\n year = {2013}\n}\n'}","[{'authorId': '6431209', 'name': 'O. Klimecki'}, {'authorId': '2178712', 'name': 'Susanne Leiberg'}, {'authorId': '2304832', 'name': 'C. Lamm'}, {'authorId': '47272511', 'name': 'T. Singer'}]"
217,11dcaddab76b153584471e6919ff25cabda92ace,3D statistical neuroanatomical models from 305 MRI volumes,"Recently, there has been a rapid growth in the use of 3D multi-modal correlative imaging for studies of the human brain. Regional cerebral blood flow (CBF) changes indicate brain areas involved in stimulus processing. These focal changes are often too small (<10%) to be discerned from a single subject and the experiment is repeated in a series of individuals. To investigate the extent of residual variability the authors have collected over 300 MRI volumetric datasets from normal individuals and transformed these datasets into stereotaxic space using a 3D linear re-sampling algorithm. The authors then generated a series of statistical measures which express this population nonlinear variability in the form of parametric volumes, e.g. mean intensity, intensity variance. A model for anatomical variability, expressed as the width of a Gaussian blurring kernel applied to an ideal single subject, was developed and tested against the observed data.<<ETX>>",1993.0,9.0,1529.0,"{'pages': '1813-1817 vol.3', 'name': '1993 IEEE Conference Record Nuclear Science Symposium and Medical Imaging Conference'}","{'bibtex': '@Article{Evans19933DSN,\n author = {Alan C. Evans and D. Collins and S. R. Mills and E. D. Brown and R. L. Kelly and T. Peters},\n journal = {1993 IEEE Conference Record Nuclear Science Symposium and Medical Imaging Conference},\n pages = {1813-1817 vol.3},\n title = {3D statistical neuroanatomical models from 305 MRI volumes},\n year = {1993}\n}\n'}","[{'authorId': '144159535', 'name': 'Alan C. Evans'}, {'authorId': '2238288468', 'name': 'D. Collins'}, {'authorId': '114880105', 'name': 'S. R. Mills'}, {'authorId': '2072718024', 'name': 'E. D. Brown'}, {'authorId': '1406347926', 'name': 'R. L. Kelly'}, {'authorId': '1698185', 'name': 'T. Peters'}]"
218,11e33c8f6000dee541cfbc28803e4f5474e45516,Time-to-update of systematic reviews relative to the availability of new evidence,,2018.0,37.0,38.0,"{'volume': '7', 'name': 'Systematic Reviews'}","{'bibtex': '@Article{Bashir2018TimetoupdateOS,\n author = {R. Bashir and Didi Surian and A. Dunn},\n journal = {Systematic Reviews},\n title = {Time-to-update of systematic reviews relative to the availability of new evidence},\n volume = {7},\n year = {2018}\n}\n'}","[{'authorId': '10280969', 'name': 'R. Bashir'}, {'authorId': '2609488', 'name': 'Didi Surian'}, {'authorId': '34318729', 'name': 'A. Dunn'}]"
219,11e45d0a34437fa5a3f660a66649c4e290c6b7ae,Mindfulness-Based Mobile Applications: Literature Review and Analysis of Current Features,"Background Interest in mindfulness has increased exponentially, particularly in the fields of psychology and medicine. The trait or state of mindfulness is significantly related to several indicators of psychological health, and mindfulness-based therapies are effective at preventing and treating many chronic diseases. Interest in mobile applications for health promotion and disease self-management is also growing. Despite the explosion of interest, research on both the design and potential uses of mindfulness-based mobile applications (MBMAs) is scarce. Objective Our main objective was to study the features and functionalities of current MBMAs and compare them to current evidence-based literature in the health and clinical setting. Methods We searched online vendor markets, scientific journal databases, and grey literature related to MBMAs. We included mobile applications that featured a mindfulness-based component related to training or daily practice of mindfulness techniques. We excluded opinion-based articles from the literature. Results The literature search resulted in 11 eligible matches, two of which completely met our selection criteria–a pilot study designed to evaluate the feasibility of a MBMA to train the practice of “walking meditation,” and an exploratory study of an application consisting of mood reporting scales and mindfulness-based mobile therapies. The online market search eventually analyzed 50 available MBMAs. Of these, 8% (4/50) did not work, thus we only gathered information about language, downloads, or prices. The most common operating system was Android. Of the analyzed apps, 30% (15/50) have both a free and paid version. MBMAs were devoted to daily meditation practice (27/46, 59%), mindfulness training (6/46, 13%), assessments or tests (5/46, 11%), attention focus (4/46, 9%), and mixed objectives (4/46, 9%). We found 108 different resources, of which the most used were reminders, alarms, or bells (21/108, 19.4%), statistics tools (17/108, 15.7%), audio tracks (15/108, 13.9%), and educational texts (11/108, 10.2%). Daily, weekly, monthly statistics, or reports were provided by 37% (17/46) of the apps. 28% (13/46) of them permitted access to a social network. No information about sensors was available. The analyzed applications seemed not to use any external sensor. English was the only language of 78% (39/50) of the apps, and only 8% (4/50) provided information in Spanish. 20% (9/46) of the apps have interfaces that are difficult to use. No specific apps exist for professionals or, at least, for both profiles (users and professionals). We did not find any evaluations of health outcomes resulting from the use of MBMAs. Conclusions While a wide selection of MBMAs seem to be available to interested people, this study still shows an almost complete lack of evidence supporting the usefulness of those applications. We found no randomized clinical trials evaluating the impact of these applications on mindfulness training or health indicators, and the potential for mobile mindfulness applications remains largely unexplored.",2013.0,76.0,175.0,"{'volume': '1', 'name': 'JMIR mHealth and uHealth'}","{'bibtex': '@Article{Plaza2013MindfulnessBasedMA,\n author = {I. Plaza and M. Demarzo and Paola Herrera-Mercadal and J. García-Campayo},\n journal = {JMIR mHealth and uHealth},\n title = {Mindfulness-Based Mobile Applications: Literature Review and Analysis of Current Features},\n volume = {1},\n year = {2013}\n}\n'}","[{'authorId': '144220345', 'name': 'I. Plaza'}, {'authorId': '39378642', 'name': 'M. Demarzo'}, {'authorId': '1400934220', 'name': 'Paola Herrera-Mercadal'}, {'authorId': '78621770', 'name': 'J. García-Campayo'}]"
220,120920760c804d64ee7fad011be2a9baa12553a4,Moodivate,"Depressive symptoms are highly prevalent and are associated with considerable functional impairment, significant public health costs, and heightened mortality risk. Individuals experiencing impairment due to depressive symptomatology are most likely to report their symptoms to a primary care provider. As such, national guidelines highlight the need to assess and effectively treat depression via primary care. Despite these guidelines, the dissemination of evidence-based psychotherapy via primary care is limited, likely due to both provider- and patient-level treatment barriers. Mobile health (mHealth) technologies are promising for addressing these barriers and for promoting uptake of evidence-based depression treatment. Among evidence-based psychotherapies for depression, brief Behavioral Activation Treatment for Depression (BATD) has shown great promise and is particularly amenable to mHealth delivery. Herein, we discuss the development of a BATD mobile application, Moodivate, that was developed in order to disseminate BATD via primary care. This paper focuses on description of (1) rationale for Moodivate treatment development, (2) Moodivate treatment components, (3) ongoing clinical trial evaluation of Moodivate, and (4) clinical considerations for incorporating Moodivate into clinical practice.",2017.0,38.0,23.0,"{'volume': '52', 'pages': '160 - 175', 'name': 'The International Journal of Psychiatry in Medicine'}","{'bibtex': '@Article{Dahne2017Moodivate,\n author = {Jennifer Dahne and CW Lejuez and Jacob Kustanowitz and J. Felton and V. Diaz and Marty S Player and M. Carpenter},\n journal = {The International Journal of Psychiatry in Medicine},\n pages = {160 - 175},\n title = {Moodivate},\n volume = {52},\n year = {2017}\n}\n'}","[{'authorId': '5759138', 'name': 'Jennifer Dahne'}, {'authorId': '2252141257', 'name': 'CW Lejuez'}, {'authorId': '22287522', 'name': 'Jacob Kustanowitz'}, {'authorId': '4566757', 'name': 'J. Felton'}, {'authorId': '144783920', 'name': 'V. Diaz'}, {'authorId': '7606837', 'name': 'Marty S Player'}, {'authorId': '3176898', 'name': 'M. Carpenter'}]"
221,12260c6c83f4670a27bf01d68764f2010497544d,Development and Validation of the,,2016.0,59.0,610.0,"{'volume': '17', 'pages': '185-218', 'name': ''}","{'bibtex': '@Inproceedings{Jeong2016DevelopmentAV,\n author = {M. Jeong},\n pages = {185-218},\n title = {Development and Validation of the},\n volume = {17},\n year = {2016}\n}\n'}","[{'authorId': '31904445', 'name': 'M. Jeong'}]"
222,122bb67c7f04892bd2ce22848e7c4270070a3a09,Ubicoustics: Plug-and-Play Acoustic Activity Recognition,"Despite sound being a rich source of information, computing devices with microphones do not leverage audio to glean useful insights about their physical and social context. For example, a smart speaker sitting on a kitchen countertop cannot figure out if it is in a kitchen, let alone know what a user is doing in a kitchen - a missed opportunity. In this work, we describe a novel, real-time, sound-based activity recognition system. We start by taking an existing, state-of-the-art sound labeling model, which we then tune to classes of interest by drawing data from professional sound effect libraries traditionally used in the entertainment industry. These well-labeled and high-quality sounds are the perfect atomic unit for data augmentation, including amplitude, reverb, and mixing, allowing us to exponentially grow our tuning data in realistic ways. We quantify the performance of our approach across a range of environments and device categories and show that microphone-equipped computing devices already have the requisite capability to unlock real-time activity recognition comparable to human accuracy.",2018.0,45.0,91.0,{'name': 'Proceedings of the 31st Annual ACM Symposium on User Interface Software and Technology'},"{'bibtex': '@Article{Laput2018UbicousticsPA,\n author = {Gierad Laput and Karan Ahuja and Mayank Goel and Chris Harrison},\n journal = {Proceedings of the 31st Annual ACM Symposium on User Interface Software and Technology},\n title = {Ubicoustics: Plug-and-Play Acoustic Activity Recognition},\n year = {2018}\n}\n'}","[{'authorId': '1727999', 'name': 'Gierad Laput'}, {'authorId': '3451315', 'name': 'Karan Ahuja'}, {'authorId': '4646339', 'name': 'Mayank Goel'}, {'authorId': '145078227', 'name': 'Chris Harrison'}]"
223,122c0c902c24e914d7b15ded9fa28bc56a9fb9a8,Stress and depression.,"Improved methods of assessment and research design have established a robust and causal association between stressful life events and major depressive episodes. The chapter reviews these developments briefly and attempts to identify gaps in the field and new directions in recent research. There are notable shortcomings in several important topics: measurement and evaluation of chronic stress and depression; exploration of potentially different processes of stress and depression associated with first-onset versus recurrent episodes; possible gender differences in exposure and reactivity to stressors; testing kindling/sensitization processes; longitudinal tests of diathesis-stress models; and understanding biological stress processes associated with naturally occurring stress and depressive outcomes. There is growing interest in moving away from unidirectional models of the stress-depression association, toward recognition of the effects of contexts and personal characteristics on the occurrence of stressors, and on the likelihood of progressive and dynamic relationships between stress and depression over time-including effects of childhood and lifetime stress exposure on later reactivity to stress.",2005.0,140.0,2636.0,"{'volume': '1', 'pages': '\n          293-319\n        ', 'name': 'Annual review of clinical psychology'}","{'bibtex': '@Article{Hammen2005StressAD,\n author = {C. Hammen},\n journal = {Annual review of clinical psychology},\n pages = {\n          293-319\n        },\n title = {Stress and depression.},\n volume = {1},\n year = {2005}\n}\n'}","[{'authorId': '5455560', 'name': 'C. Hammen'}]"
224,125f81e4f2a715b648f10278635aaf9b68194ffa,TREATMENT OF FLYING PHOBIA USING VIRTUAL REALITY EXPOSURE WITH OR WITHOUT COGNITIVE RESTRUCTURING: PARTICIPANTS’ PREFERENCES,"This study analyses participants’ preferences regarding two exposure treatment modalities for Fear of Flying (FF): virtual reality exposure treatment (VRET) by itself or VRET plus cognitive restructuring (VRET+CR). An alternating treatment conditions design was established and a non-concurrent multiple baseline design across individuals (four participants) was used. Both conditions were equally effective and after the treatment all the participants took a flight. At the end of each session the participants were asked for their opinion on the condition they received. High mean scores were obtained in both conditions; non-significant differences between the two conditions were found. When the treatment was finished the participants were also asked for their preferences regarding both treatment conditions. All participants preferred VRET+CR, considered it more effective, recommended it more to others, and claimed this treatment was less aversive. These data contribute to the literature focused on the importance of taking into account patient preferences.",2015.0,51.0,13.0,,"{'bibtex': '@Inproceedings{Botella2015TREATMENTOF,\n author = {C. Botella and J. Bretón and Lopez and Berenice Serrano and Azucena García and Palacios and S. Quero and A. Baños},\n title = {TREATMENT OF FLYING PHOBIA USING VIRTUAL REALITY EXPOSURE WITH OR WITHOUT COGNITIVE RESTRUCTURING: PARTICIPANTS’ PREFERENCES},\n year = {2015}\n}\n'}","[{'authorId': '145945543', 'name': 'C. Botella'}, {'authorId': '150139835', 'name': 'J. Bretón'}, {'authorId': '2069918888', 'name': 'Lopez'}, {'authorId': '3179657', 'name': 'Berenice Serrano'}, {'authorId': '2110335708', 'name': 'Azucena García'}, {'authorId': '2092980574', 'name': 'Palacios'}, {'authorId': '143760271', 'name': 'S. Quero'}, {'authorId': '1404138042', 'name': 'A. Baños'}]"
225,129cbad01be98ee88a930e31898cb76be79c41c1,How NOT To Evaluate Your Dialogue System: An Empirical Study of Unsupervised Evaluation Metrics for Dialogue Response Generation,"We investigate evaluation metrics for dialogue response generation systems where supervised labels, such as task completion, are not available. Recent works in response generation have adopted metrics from machine translation to compare a model's generated response to a single target response. We show that these metrics correlate very weakly with human judgements in the non-technical Twitter domain, and not at all in the technical Ubuntu domain. We provide quantitative and qualitative results highlighting specific weaknesses in existing metrics, and provide recommendations for future development of better automatic evaluation metrics for dialogue systems.",2016.0,46.0,1149.0,"{'volume': 'abs/1603.08023', 'name': 'ArXiv'}","{'bibtex': '@Article{Liu2016HowNT,\n author = {Chia-Wei Liu and Ryan Lowe and Iulian Serban and Michael Noseworthy and Laurent Charlin and Joelle Pineau},\n journal = {ArXiv},\n title = {How NOT To Evaluate Your Dialogue System: An Empirical Study of Unsupervised Evaluation Metrics for Dialogue Response Generation},\n volume = {abs/1603.08023},\n year = {2016}\n}\n'}","[{'authorId': '2144634184', 'name': 'Chia-Wei Liu'}, {'authorId': '2054294', 'name': 'Ryan Lowe'}, {'authorId': '35224828', 'name': 'Iulian Serban'}, {'authorId': '38107789', 'name': 'Michael Noseworthy'}, {'authorId': '1778839', 'name': 'Laurent Charlin'}, {'authorId': '145134886', 'name': 'Joelle Pineau'}]"
226,12b4d66926317199bdefa781333edbbe5e91ab6c,On the rationality of emotion regulation,"ABSTRACT Much of the recent work in psychology (and affective science) has shown that humans regulate their emotions nearly constantly, sometimes well and sometimes poorly. I argue that properly regulating one’s emotions displays emotional rationality, and failing to do so displays emotional irrationality. If an agent feels an emotion that is obviously problematic for the agent to feel and she is aware that it is problematic, then the agent ought to regulate her emotions in future similar situations. To capture this aspect of emotional rationality, I introduce the concept of imprudence, which is meant to capture a familiar way that we assess each other’s emotions, despite the fact that it has yet to be a factor in the literature on emotions in philosophy, psychology, or affective science.",2021.0,43.0,1.0,"{'name': 'Philosophical Psychology', 'pages': '453 - 473', 'volume': '34'}","{'bibtex': '@Article{Kerr2021OnTR,\n author = {Alison Duncan Kerr},\n journal = {Philosophical Psychology},\n pages = {453 - 473},\n title = {On the rationality of emotion regulation},\n volume = {34},\n year = {2021}\n}\n'}","[{'authorId': '122035405', 'name': 'Alison Duncan Kerr'}]"
227,12c25957ffcecd98718aa90e0e0de540cc395ed3,THE RELIABILITY AND VALIDITY OF THE SHORT FORM OF THE COGNITIVE EMOTION REGULATION QUESTIONNAIRE,,2011.0,32.0,42.0,"{'volume': '9', 'pages': '229-240', 'name': ''}","{'bibtex': '@Inproceedings{Jafar2011THERA,\n author = {Hasani Jafar},\n pages = {229-240},\n title = {THE RELIABILITY AND VALIDITY OF THE SHORT FORM OF THE COGNITIVE EMOTION REGULATION QUESTIONNAIRE},\n volume = {9},\n year = {2011}\n}\n'}","[{'authorId': '34997455', 'name': 'Hasani Jafar'}]"
229,12f1e9093c1799806064b7899a7682a60cefc16b,Impairment of social and moral behavior related to early damage in human prefrontal cortex,,1999.0,27.0,1439.0,"{'volume': '2', 'pages': '1032-1037', 'name': 'Nature Neuroscience'}","{'bibtex': '@Article{Anderson1999ImpairmentOS,\n author = {S. Anderson and A. Bechara and H. Damasio and D. Tranel and A. Damasio},\n journal = {Nature Neuroscience},\n pages = {1032-1037},\n title = {Impairment of social and moral behavior related to early damage in human prefrontal cortex},\n volume = {2},\n year = {1999}\n}\n'}","[{'authorId': '32532116', 'name': 'S. Anderson'}, {'authorId': '1998849', 'name': 'A. Bechara'}, {'authorId': '144027810', 'name': 'H. Damasio'}, {'authorId': '2467200', 'name': 'D. Tranel'}, {'authorId': '2656777', 'name': 'A. Damasio'}]"
230,12f6500480290c0d8ca6933382478f82883cde88,The benefits of playing video games.,"Video games are a ubiquitous part of almost all children's and adolescents' lives, with 97% playing for at least one hour per day in the United States. The vast majority of research by psychologists on the effects of ""gaming"" has been on its negative impact: the potential harm related to violence, addiction, and depression. We recognize the value of that research; however, we argue that a more balanced perspective is needed, one that considers not only the possible negative effects but also the benefits of playing these games. Considering these potential benefits is important, in part, because the nature of these games has changed dramatically in the last decade, becoming increasingly complex, diverse, realistic, and social in nature. A small but significant body of research has begun to emerge, mostly in the last five years, documenting these benefits. In this article, we summarize the research on the positive effects of playing video games, focusing on four main domains: cognitive, motivational, emotional, and social. By integrating insights from developmental, positive, and social psychology, as well as media psychology, we propose some candidate mechanisms by which playing video games may foster real-world psychosocial benefits. Our aim is to provide strong enough evidence and a theoretical rationale to inspire new programs of research on the largely unexplored mental health benefits of gaming. Finally, we end with a call to intervention researchers and practitioners to test the positive uses of video games, and we suggest several promising directions for doing so.",2014.0,85.0,1650.0,"{'volume': '69 1', 'pages': '\n          66-78\n        ', 'name': 'The American psychologist'}","{'bibtex': '@Article{Granic2014TheBO,\n author = {I. Granic and Adam Lobel and R. Engels},\n journal = {The American psychologist},\n pages = {\n          66-78\n        },\n title = {The benefits of playing video games.},\n volume = {69 1},\n year = {2014}\n}\n'}","[{'authorId': '2745623', 'name': 'I. Granic'}, {'authorId': '2225758', 'name': 'Adam Lobel'}, {'authorId': '144140465', 'name': 'R. Engels'}]"
232,12ff3eaa7b23970a284a711431523ac3378a351e,FearNot! - An Experiment in Emergent Narrative,,2005.0,22.0,309.0,{'pages': '305-316'},"{'bibtex': '@Inproceedings{Aylett2005FearNotA,\n author = {R. Aylett and S. Louchart and João Dias and Ana Paiva and M. Vala},\n pages = {305-316},\n title = {FearNot! - An Experiment in Emergent Narrative},\n year = {2005}\n}\n'}","[{'authorId': '1732377', 'name': 'R. Aylett'}, {'authorId': '2910576', 'name': 'S. Louchart'}, {'authorId': '2151066261', 'name': 'João Dias'}, {'authorId': '145136631', 'name': 'Ana Paiva'}, {'authorId': '7306645', 'name': 'M. Vala'}]"
233,1347f1516a698d862bf8d9bb53be14f9f493193b,Can computer personalities be human personalities?,"The claim that computer personalities can be human personalities was tested by demonstrating that (1) computer personalities can be easily created using a minimal set of cues, and (2) that people will respond to these personalities in the same way they would respond to similar human personalities. The present study focused on the ""similarity-attraction hypothesis,"" which predicts that people will prefer to interact with others who are similar in personality. In a 2 × 2, balanced, between-subjects experiment (n = 48), dominant and submissive subjects were randomly matched with a computer that was endowed with the properties associated with dominance or submissiveness. Subjects recognized the computer's personality type, distinct from friendliness and competence. In addition, subjects not only preferred the similar computer, but they were more satisfied with the interaction. The findings demonstrate that personality does not require richly defined agents, sophisticated pictorial representations, nautral language processing, or artificial intelligence. Rather, even the most superficial manipulations are sufficient to exhibit personality, with powerful effects.",1995.0,4.0,749.0,{'name': 'Conference Companion on Human Factors in Computing Systems'},"{'bibtex': '@Article{Nass1995CanCP,\n author = {C. Nass and Youngme Moon and B. Fogg and Byron Reeves and Chris Dryer},\n journal = {Conference Companion on Human Factors in Computing Systems},\n title = {Can computer personalities be human personalities?},\n year = {1995}\n}\n'}","[{'authorId': '2029850', 'name': 'C. Nass'}, {'authorId': '33875827', 'name': 'Youngme Moon'}, {'authorId': '145469150', 'name': 'B. Fogg'}, {'authorId': '143923082', 'name': 'Byron Reeves'}, {'authorId': '2223729202', 'name': 'Chris Dryer'}]"
234,1354744fb3d0bad19c9f0c25b38ee00233228098,Reducing relapse and recurrence in unipolar depression: a comparative meta-analysis of cognitive-behavioral therapy's effects.,"Relapse and recurrence following response to acute-phase treatment for major depressive disorder (MDD) are prevalent and costly. In a meta-analysis of 28 studies including 1,880 adults, the authors reviewed the world's published literature on cognitive-behavioral therapies (CT) aimed at preventing relapse-recurrence in MDD. Results indicate that after discontinuation of acute-phase treatment, many responders to CT relapse-recur (29% within 1 year and 54% within 2 years). These rates appear comparable to those associated with other depression-specific psychotherapies but lower than those associated with pharmacotherapy. Among acute-phase treatment responders, continuation-phase CT reduced relapse-recurrence compared with assessment only at the end of continuation treatment (21% reduction) and at follow-up (29% reduction). Continuation-phase CT also reduced relapse-recurrence compared with other active continuation treatments at the end of continuation treatment (12% reduction) and at follow-up (14% reduction). The authors discuss implications for research and patient care and suggest directions, with methodological refinements, for future studies.",2007.0,94.0,499.0,"{'volume': '75 3', 'pages': '\n          475-88\n        ', 'name': 'Journal of consulting and clinical psychology'}","{'bibtex': ""@Article{Vittengl2007ReducingRA,\n author = {J. Vittengl and L. Clark and T. Dunn and R. Jarrett},\n journal = {Journal of consulting and clinical psychology},\n pages = {\n          475-88\n        },\n title = {Reducing relapse and recurrence in unipolar depression: a comparative meta-analysis of cognitive-behavioral therapy's effects.},\n volume = {75 3},\n year = {2007}\n}\n""}","[{'authorId': '5365568', 'name': 'J. Vittengl'}, {'authorId': '10034636', 'name': 'L. Clark'}, {'authorId': '22330595', 'name': 'T. Dunn'}, {'authorId': '6824299', 'name': 'R. Jarrett'}]"
235,136a939ce8ade8fc8ecbcc2ea68c73d9d9d78c2d,Doing Meta-Analysis with R - A Hands-On Guide,"Scientific synthesis is a diverse field of contemporary science. Syntheses advance knowledge in many domains and can include data compilation, theory syntheses, methods contrasts, and systematic reviews with meta-analyses through an integrated and big-picture view of evidence (Halpern et al. 2020). All these knowledge tools are typically strongly supported by statistical software including the open-source programming language R. Within this environment, there are nearly 100 packages to support meta-analyses each with different functions and specific capabilities (Lortie and Filazzola 2020). Meta-analyses are defined in most domains as the calculation of effect sizes or a weighted relative strength of evidence from a set of studies or trials to then subsequently examine high-level statistical patterns and variance (Gurevitch, Koricheva, Nakagawa, and Stewart 2018). They are increasingly used in many fields of science to examine consilience in hypotheses (Lortie 2014) and have been proposed as the gold or even platinum standard of evidence when there is statistical agreement in the efficacy of an intervention across studies (Stegenga 2011). Consequently, there is a critical need for accessible, pragmatic publications, resources, and texts that enable scientists with varying levels of expertise to engage in scientific syntheses using meta-analysis.",2022.0,9.0,593.0,"{'volume': '102', 'name': 'J. Stat. Softw.'}","{'bibtex': '@Article{Lortie2022DoingMW,\n author = {C. Lortie},\n journal = {J. Stat. Softw.},\n title = {Doing Meta-Analysis with R - A Hands-On Guide},\n volume = {102},\n year = {2022}\n}\n'}","[{'authorId': '2656556', 'name': 'C. Lortie'}]"
236,138675af58dc6f2961d51cecbff387641251f09a,A BDI approach to infer student's emotions in an intelligent learning environment,,2007.0,29.0,107.0,"{'volume': '49', 'pages': '360-384', 'name': 'Comput. Educ.'}","{'bibtex': ""@Article{Jaques2007ABA,\n author = {P. Jaques and R. Vicari},\n journal = {Comput. Educ.},\n pages = {360-384},\n title = {A BDI approach to infer student's emotions in an intelligent learning environment},\n volume = {49},\n year = {2007}\n}\n""}","[{'authorId': '2179453', 'name': 'P. Jaques'}, {'authorId': '1726529', 'name': 'R. Vicari'}]"
237,1389a19f1653976f564c89512c8464ee19099754,The Interpersonal Regulation Interaction Scale (IRIS): A multistudy investigation of receivers' retrospective evaluations of interpersonal emotion regulation interactions.,"Recent conceptual and empirical advances have focused on interpersonal dimensions of emotion regulation and, more specifically, to the features of attempted support transactions that shape the outcomes of enacted support. We conducted 2 autobiographical recall studies to investigate receivers' evaluations of intrinsic interpersonal emotion regulation interactions, to ascertain the number of dimensions required to capture variation in those evaluations, and then to examine associations of those dimensions with perceived benefits of the interactions. To do so, we developed a new questionnaire, the Interpersonal Regulation Interaction Scale (IRIS). In Study 1 (n = 390), an exploratory factor analysis (EFA) of the IRIS yielded 4 dimensions, which we labeled responsiveness, hostility, cognitive support, and physical presence. Each dimension was uniquely associated with perceived benefits of receiving interpersonal emotion regulation. In Study 2, we collected multiple, diverse samples (ns = 199-895) and found support for the replicability and generalizability of key findings from Study 1, including the factor structure and associations with perceived benefits. In summary, across 2 studies and multiple, diverse samples, we identified 4 conceptually and practically important dimensions of receivers' evaluations of interpersonal emotion regulation interactions and developed a brief measure that taps interaction variability in these dimensions. (PsycInfo Database Record (c) 2022 APA, all rights reserved).",2020.0,0.0,8.0,"{'volume': '22 6', 'pages': '\n          1119-1136\n        ', 'name': 'Emotion'}","{'bibtex': ""@Article{Swerdlow2020TheIR,\n author = {Benjamin A. Swerdlow and Sheri L. Johnson},\n journal = {Emotion},\n pages = {\n          1119-1136\n        },\n title = {The Interpersonal Regulation Interaction Scale (IRIS): A multistudy investigation of receivers' retrospective evaluations of interpersonal emotion regulation interactions.},\n volume = {22 6},\n year = {2020}\n}\n""}","[{'authorId': '50874465', 'name': 'Benjamin A. Swerdlow'}, {'authorId': '39313879', 'name': 'Sheri L. Johnson'}]"
238,13cda4563f2fbb493f19e33b981823437d84cecd,Nonverbal aspects of therapist attunement.,"In a follow-up to an earlier study (Davis & Hadiks, 1990) that reported positive and significant correlations between the patient's body positions during psychotherapy and Experiencing Scale (Klein, Mathieu, Gendlin, & Keisler, 1970) ratings, a similar analysis of her therapist's nonverbal behavior was completed. Results revealed positive and significant correlations among the therapist's body positions, the intensity and density of his gesticulations, and the Therapist Experiencing Scale. Data from the patient study also were included in the analysis, and these results revealed positive and significant correlations between the therapist's and patient's positions as well as the therapist's positions and the patient's Experiencing Scale scores. Results are discussed in terms of the significance of body movement as a measure of rapport and its role in therapist interventions.",1994.0,15.0,55.0,"{'volume': '50 3', 'pages': '\n          393-405\n        ', 'name': 'Journal of clinical psychology'}","{'bibtex': '@Article{Davis1994NonverbalAO,\n author = {M. Davis and D. Hadiks},\n journal = {Journal of clinical psychology},\n pages = {\n          393-405\n        },\n title = {Nonverbal aspects of therapist attunement.},\n volume = {50 3},\n year = {1994}\n}\n'}","[{'authorId': '94920599', 'name': 'M. Davis'}, {'authorId': '3519414', 'name': 'D. Hadiks'}]"
