,paperId,title,abstract,year,referenceCount,citationCount,journal,citationStyles,authors
1057,6c87304f5e2bc691b1b485c8e1a442ebbf5bef5b,Influence of Unconscious Emotional Control Goals Priming on Anticipatory Anxiety and Physiological Activity,"Individuals frequently generate emotion during the anticipation process and the anticipatory emotion has an important adaptive significance, especially the negative anticipative emotion. Many researches used conscious emotion regulation strategy and successfully reduced negative anticipatory emotion. However, it is costly for our limited cognition. In the present study, we used sentence unscrambling tasks to prime unconscious emotion control goal and investigated its effect on anticipatory anxiety, including experience and physiological activity. The results showed that 1) relative to anticipating neutral images, participations’ anxiety experience and skin conductance level were higher when anticipating negative and unknown images; 2) participants who had a unconscious emotion control goal primed achieved the same decrease in skin conductance as those explicitly instructed to reappraise, compared to a control group; 3) heart rate was not affected by experiment condition and anticipation type. Together, these findings suggest that unconscious emotion regulation may provide an effective mean of regulating negative anticipatory emotion.",2016.0,49.0,1.0,"{'volume': '08', 'pages': '1589-1602', 'name': 'Health'}","{'bibtex': '@Article{Hou2016InfluenceOU,\n author = {L. Hou and Xiufeng Yan and Qi Jiang and Huanzhen Wang and Changran Li},\n journal = {Health},\n pages = {1589-1602},\n title = {Influence of Unconscious Emotional Control Goals Priming on Anticipatory Anxiety and Physiological Activity},\n volume = {08},\n year = {2016}\n}\n'}","[{'authorId': '50067587', 'name': 'L. Hou'}, {'authorId': '2110377348', 'name': 'Xiufeng Yan'}, {'authorId': '2113804374', 'name': 'Qi Jiang'}, {'authorId': '2113269316', 'name': 'Huanzhen Wang'}, {'authorId': '79914946', 'name': 'Changran Li'}]"
1058,6c8a9be4161824be78a8b46f4a9b18376bdf735b,Design considerations of a randomized clinical trial on a cognitive behavioural intervention using communication and information technologies for managing chronic low back pain,,2013.0,66.0,3.0,"{'volume': '14', 'pages': '142 - 142', 'name': 'BMC Musculoskeletal Disorders'}","{'bibtex': '@Article{Domenech2013DesignCO,\n author = {J. Domenech and R. Baños and L. Peñalver and A. García-Palacios and R. Herrero and Aida Ezzedine and Monica Martinez-Diaz and J. Ballester and Jaime Horta and C. Botella},\n journal = {BMC Musculoskeletal Disorders},\n pages = {142 - 142},\n title = {Design considerations of a randomized clinical trial on a cognitive behavioural intervention using communication and information technologies for managing chronic low back pain},\n volume = {14},\n year = {2013}\n}\n'}","[{'authorId': '40310813', 'name': 'J. Domenech'}, {'authorId': '153578301', 'name': 'R. Baños'}, {'authorId': '2097192980', 'name': 'L. Peñalver'}, {'authorId': '1404807497', 'name': 'A. García-Palacios'}, {'authorId': '51056090', 'name': 'R. Herrero'}, {'authorId': '6360774', 'name': 'Aida Ezzedine'}, {'authorId': '1430884241', 'name': 'Monica Martinez-Diaz'}, {'authorId': '2054255138', 'name': 'J. Ballester'}, {'authorId': '2060963839', 'name': 'Jaime Horta'}, {'authorId': '145945543', 'name': 'C. Botella'}]"
1059,6cd7252bdd6d6196b2bf72bb9218be6eccf0d19b,I want to be creative: exploring the role of hedonic contingency theory in the positive mood-cognitive flexibility link.,"Three studies explored the role of hedonic contingency theory as an explanation for the link between positive mood and cognitive flexibility. Study 1 examined the determinants of activity choice for participants in happy, sad, or neutral moods. Consistent with hedonic contingency theory, happy participants weighted potential for creativity as well as the pleasantness of the task more heavily in their preference ratings. In Study 2, participants were given either a neutral or mood-threatening item generation task to perform. Results illustrated that happy participants exhibited greater cognitive flexibility in all cases; when confronted with a potentially mood-threatening task, happy participants were able to creatively transform the task so as to maintain positive mood and interest. Finally, Study 3 manipulated participants' beliefs that moods could or could not be altered. Results replicated the standard positive mood-increased cognitive flexibility effect in the nonmood-freezing condition, but no effects of mood on creativity were found in the mood-freezing condition. These studies indicate that the hedonic contingency theory may be an important contributing mechanism behind the positive mood-cognitive flexibility link.",2008.0,74.0,201.0,"{'volume': '94 2', 'pages': '\n          214-30\n        ', 'name': 'Journal of personality and social psychology'}","{'bibtex': '@Article{Hirt2008IWT,\n author = {E. Hirt and Erin E. Devers and Sean M. McCrea},\n journal = {Journal of personality and social psychology},\n pages = {\n          214-30\n        },\n title = {I want to be creative: exploring the role of hedonic contingency theory in the positive mood-cognitive flexibility link.},\n volume = {94 2},\n year = {2008}\n}\n'}","[{'authorId': '2325582', 'name': 'E. Hirt'}, {'authorId': '6511391', 'name': 'Erin E. Devers'}, {'authorId': '3455503', 'name': 'Sean M. McCrea'}]"
1060,6cff2aecd9fedb58b7ea0f1b738e3c9a374da221,Associated motivational salience impacts early sensory processing of human faces,,2017.0,48.0,38.0,"{'volume': '156', 'pages': '466-474', 'name': 'NeuroImage'}","{'bibtex': '@Article{Hammerschmidt2017AssociatedMS,\n author = {Wiebke Hammerschmidt and Holger Sennhenn‐Reulen and A. Schacht},\n journal = {NeuroImage},\n pages = {466-474},\n title = {Associated motivational salience impacts early sensory processing of human faces},\n volume = {156},\n year = {2017}\n}\n'}","[{'authorId': '32064038', 'name': 'Wiebke Hammerschmidt'}, {'authorId': '1403411069', 'name': 'Holger Sennhenn‐Reulen'}, {'authorId': '144163010', 'name': 'A. Schacht'}]"
1061,6d1f4ca66e293dc437bd4e5de8c887a8ea1ad406,Pets and their owners during the first COVID-19 lockdown period: Perceived changes in routines and emotions – An exploratory study,,2021.0,24.0,6.0,"{'volume': '48', 'pages': '86 - 91', 'name': 'Journal of Veterinary Behavior'}","{'bibtex': '@Article{Martinez-Caja2021PetsAT,\n author = {Ana Martos Martinez-Caja and V. De Herdt and Marie-Jose Enders Slegers and Christel Palmyre Henri Moons},\n journal = {Journal of Veterinary Behavior},\n pages = {86 - 91},\n title = {Pets and their owners during the first COVID-19 lockdown period: Perceived changes in routines and emotions – An exploratory study},\n volume = {48},\n year = {2021}\n}\n'}","[{'authorId': '1878177448', 'name': 'Ana Martos Martinez-Caja'}, {'authorId': '3269084', 'name': 'V. De Herdt'}, {'authorId': '2245330221', 'name': 'Marie-Jose Enders Slegers'}, {'authorId': '2245330213', 'name': 'Christel Palmyre Henri Moons'}]"
1062,6d26d89e282279fc7bf37dd8306b821e9a8d240d,Measuring mindfulness—the Freiburg Mindfulness Inventory (FMI),,2006.0,27.0,1290.0,"{'volume': '40', 'pages': '1543-1555', 'name': 'Personality and Individual Differences'}","{'bibtex': '@Article{Walach2006MeasuringMF,\n author = {H. Walach and N. Buchheld and Valentin Buttenmüller and Norman Kleinknecht and S. Schmidt},\n journal = {Personality and Individual Differences},\n pages = {1543-1555},\n title = {Measuring mindfulness—the Freiburg Mindfulness Inventory (FMI)},\n volume = {40},\n year = {2006}\n}\n'}","[{'authorId': '144891816', 'name': 'H. Walach'}, {'authorId': '115158696', 'name': 'N. Buchheld'}, {'authorId': '115665561', 'name': 'Valentin Buttenmüller'}, {'authorId': '113027411', 'name': 'Norman Kleinknecht'}, {'authorId': '143959810', 'name': 'S. Schmidt'}]"
1063,6d41d85a31f14f2cc811d005960dcf3d9c7df34e,On the evaluation of structural equation models,"Criteria for evaluating structural equation models with latent variables are defined, critiqued, and illustrated. An overall program for model evaluation is proposed based upon an interpretation of converging and diverging evidence. Model assessment is considered to be a complex process mixing statistical criteria with philosophical, historical, and theoretical elements. Inevitably the process entails some attempt at a reconcilation between so-called objective and subjective norms.",1988.0,37.0,20816.0,"{'volume': '16', 'pages': '74-94', 'name': 'Journal of the Academy of Marketing Science'}","{'bibtex': '@Article{Bagozzi1988OnTE,\n author = {R. Bagozzi and Youjae Yi},\n journal = {Journal of the Academy of Marketing Science},\n pages = {74-94},\n title = {On the evaluation of structural equation models},\n volume = {16},\n year = {1988}\n}\n'}","[{'authorId': '145172638', 'name': 'R. Bagozzi'}, {'authorId': '38217498', 'name': 'Youjae Yi'}]"
1064,6d569132766889ef0ecd59c3460c9528c1e7b3c0,Mindfulness-Based Interventions in Psychiatry.,"Mindfulness meditation has a longstanding history in eastern practices that has received considerable public interest in recent decades. Indeed, the science, practice, and implementation of Mindfulness Based Interventions (MBIs) have dramatically increased in recent years. At its base, mindfulness is a natural human state in which an individual experiences and attends to the present moment. Interventions have been developed to train individuals how to incorporate this practice into daily life. The current article will discuss the concept of mindfulness and describe its implementation in the treatment of psychiatric disorders. We further identify for whom MBIs have been shown to be efficacious and provide an up-to-date summary of how these interventions work. This includes research support for the cognitive, psychological, and neural mechanisms that lead to psychiatric improvements. This review provides a basis for incorporating these interventions into treatment.",2018.0,95.0,69.0,"{'volume': '16 1', 'pages': '\n          32-39\n        ', 'name': 'Focus'}","{'bibtex': '@Article{Shapero2018MindfulnessBasedII,\n author = {Benjamin G. Shapero and J. Greenberg and P. Pedrelli and Marasha de Jong and G. Desbordes},\n journal = {Focus},\n pages = {\n          32-39\n        },\n title = {Mindfulness-Based Interventions in Psychiatry.},\n volume = {16 1},\n year = {2018}\n}\n'}","[{'authorId': '3550406', 'name': 'Benjamin G. Shapero'}, {'authorId': '47538736', 'name': 'J. Greenberg'}, {'authorId': '6916778', 'name': 'P. Pedrelli'}, {'authorId': '48496735', 'name': 'Marasha de Jong'}, {'authorId': '2530202', 'name': 'G. Desbordes'}]"
1065,6d59688cd9a69051414d38d30a67fdacbf872be9,Affective neuroscience and psychophysiology: toward a synthesis.,"This article reviews the author's program of research on the neural substrates of emotion and affective style and their behavioral and peripheral biological correlates. Two core dimensions along which affect is organized are approach and withdrawal. Some of the key circuitry underlying approach and withdrawal components of emotion is reviewed with an emphasis on the role played by different sectors of the prefrontal cortex (PFC) and amygdala. Affective style refers to individual differences in valence-specific features of emotional reactivity and regulation. The different parameters of affective style can be objectively measured using specific laboratory probes. Relations between individual differences in prefrontal and amygdala function and specific components of affective style are illustrated. The final section of the article concludes with a brief discussion of plasticity in the central circuitry of emotion and the possibility that this circuitry can be shaped by training experiences that might potentially promote a more resilient, positive affective style. The implications of this body of work for a broader conception of psychophysiology and for training the next generation of psychophysiologists are considered in the conclusion.",2003.0,107.0,510.0,"{'volume': '40 5', 'pages': '\n          655-65\n        ', 'name': 'Psychophysiology'}","{'bibtex': '@Article{Davidson2003AffectiveNA,\n author = {R. Davidson},\n journal = {Psychophysiology},\n pages = {\n          655-65\n        },\n title = {Affective neuroscience and psychophysiology: toward a synthesis.},\n volume = {40 5},\n year = {2003}\n}\n'}","[{'authorId': '118576023', 'name': 'R. Davidson'}]"
1066,6d627b548d61db9b9c6a5c2b78247fcd8ec6f79c,Beyond Attitudes: Attachment and Consumer Behavior,"Although attachment theorists have examined the attachment concept in diverse relationship contexts (romantic relationship, kinship, and friendship, etc.), the nomological network of the construct has not been fully delineated. The purpose of the present paper is to develop this nomological network. We define brand attachment as the strength of the cognitive and emotional bond connecting the brand with the self. This definition involves two unique and essential elements: (1) connectedness between the brand and the self and (2) a cognitive and emotional bond, the strength of which evokes a readiness to allocate one's processing resources toward a brand. We examined factors that create brand attachment, the effects of brand attachment on higher order relationship-based exchange behaviors, why attachments (and hence relationships) weaken or terminate, and how they may be measured.",2007.0,96.0,254.0,{'name': 'Behavioral & Experimental Economics'},"{'bibtex': '@Article{Park2007BeyondAA,\n author = {C. W. Park and D. MacInnis and Joseph R. Priester and Whan Park and Joseph A. DeBell and D. MacInnis and Ramona I. Hilliard and Joseph R. Priester},\n journal = {Behavioral & Experimental Economics},\n title = {Beyond Attitudes: Attachment and Consumer Behavior},\n year = {2007}\n}\n'}","[{'authorId': '2158961348', 'name': 'C. W. Park'}, {'authorId': '4064086', 'name': 'D. MacInnis'}, {'authorId': '4179518', 'name': 'Joseph R. Priester'}, {'authorId': '80032734', 'name': 'Whan Park'}, {'authorId': '2223668633', 'name': 'Joseph A. DeBell'}, {'authorId': '4064086', 'name': 'D. MacInnis'}, {'authorId': '2223778170', 'name': 'Ramona I. Hilliard'}, {'authorId': '4179518', 'name': 'Joseph R. Priester'}]"
1067,6d6ee1555eccf980341c5c76715ca99552a4e7cf,Emotion and the Structure of Narrative Film: Film As An Emotion Machine,"Contents: Preface. Introduction. The Psychological Functions of Film Viewing. Film and Emotion: Theoretical Background. The Structure of Interest. Thematic Structures and Interest. Character Structure, Empathy, and Interest. The Psychological Affect Structure of the Feature Film. Conclusion: The Feature Film as an Emotion Machine.",1995.0,0.0,385.0,"{'volume': '', 'name': ''}","{'bibtex': '@Inproceedings{Tan1995EmotionAT,\n author = {E. Tan and B. Fasting},\n title = {Emotion and the Structure of Narrative Film: Film As An Emotion Machine},\n year = {1995}\n}\n'}","[{'authorId': '3113499', 'name': 'E. Tan'}, {'authorId': '107704129', 'name': 'B. Fasting'}]"
1068,6d8ba92034df85cc932f8faea39507bd58f481c8,Positive psychology. An introduction.,"A science of positive subjective experience, positive individual traits, and positive institutions promises to improve quality of life and prevent the pathologies that arise when life is barren and meaningless. The exclusive focus on pathology that has dominated so much of our discipline results in a model of the human being lacking the positive features that make life worth living. Hope, wisdom, creativity, future mindedness, courage, spirituality, responsibility, and perseverance are ignored or explained as transformations of more authentic negative impulses. The 15 articles in this millennial issue of the American Psychologist discuss such issues as what enables happiness, the effects of autonomy and self-regulation, how optimism and hope affect health, what constitutes wisdom, and how talent and creativity come to fruition. The authors outline a framework for a science of positive psychology, point to gaps in our knowledge, and predict that the next century will see a science and profession that will come to understand and build the factors that allow individuals, communities, and societies to flourish.",2000.0,37.0,13157.0,"{'volume': '55 1', 'pages': '\n          5-14\n        ', 'name': 'The American psychologist'}","{'bibtex': '@Article{Seligman2000PositivePA,\n author = {M. Seligman and M. Csíkszentmihályi},\n journal = {The American psychologist},\n pages = {\n          5-14\n        },\n title = {Positive psychology. An introduction.},\n volume = {55 1},\n year = {2000}\n}\n'}","[{'authorId': '145021217', 'name': 'M. Seligman'}, {'authorId': '46644114', 'name': 'M. Csíkszentmihályi'}]"
1069,6d8e9e61d3cdcd256968e0846e1df6df34623e52,IMPLEMENTATION OF MOVEMENT-BASED ACTIVITIES DURING “READING” WORDLESS PICTURE BOOKS AT PRIMARY LEVEL OF EDUCATION,,2021.0,0.0,1.0,{'name': 'ICERI2021 Proceedings'},"{'bibtex': '@Article{Horváthová2021IMPLEMENTATIONOM,\n author = {Ivana Horváthová},\n journal = {ICERI2021 Proceedings},\n title = {IMPLEMENTATION OF MOVEMENT-BASED ACTIVITIES DURING “READING” WORDLESS PICTURE BOOKS AT PRIMARY LEVEL OF EDUCATION},\n year = {2021}\n}\n'}","[{'authorId': '26985085', 'name': 'Ivana Horváthová'}]"
1070,6de4b9162c0cf7c48e00910e2e907462f980faca,Mothers' experiences of peer support via an Internet discussion forum after the death of a child.,"The aim of this study was to describe mothers' experiences of peer support via an Internet discussion group for mothers who have a child died. A longitudinal qualitative study design was used. The research data were collected from four (n = 4) bereaved mothers from a private Internet support group titled 'angel baby' during the period 2001-2006. The data included 631 messages. Content analysis was used to examine the data. Peer support on an Internet discussion forum included giving and receiving emotional, cognitive and community support among bereaved mothers. The Internet discussion forum was a viable alternative to peer support after the death of a child. A strong sense of communality and lasting friendships was formed between the bereaved mothers who had similar experiences.",2012.0,31.0,42.0,"{'volume': '26 3', 'pages': '\n          417-26\n        ', 'name': 'Scandinavian journal of caring sciences'}","{'bibtex': ""@Article{Aho2012MothersEO,\n author = {A. L. Aho and Erja Paavilainen and M. Kaunonen},\n journal = {Scandinavian journal of caring sciences},\n pages = {\n          417-26\n        },\n title = {Mothers' experiences of peer support via an Internet discussion forum after the death of a child.},\n volume = {26 3},\n year = {2012}\n}\n""}","[{'authorId': '1400794851', 'name': 'A. L. Aho'}, {'authorId': '2075008864', 'name': 'Erja Paavilainen'}, {'authorId': '2249039', 'name': 'M. Kaunonen'}]"
1071,6def101cd93016576420f14a8a40d8b2ce6853e1,“To the beat of a different drum”: improving the social and mental wellbeing of at‐risk young people through drumming,"– There is growing interest in the use of music and other arts mediums as a way of addressing mental health and social wellbeing issues in a non‐clinical or therapy setting. This can be particularly apt for more at‐risk young people who may not engage readily with other approaches. Published evaluation of such interventions is however sparse. This paper aims to describe an evaluation of the DRUMBEAT program which uses drumming as a way to engage at‐risk youth, whilst simultaneously incorporating themes relating to mental wellbeing and healthy relationships., – An evaluation was undertaken in 19 schools participating in the ten‐week DRUMBEAT program. Pre, interim and post‐program surveys were administered to participating students (n=180). School‐based data on student behaviour and teacher feedback was also collected., – Positive changes were observed on several measures, including a 10 per cent increase in self‐esteem scores by program completion. School data showed a decrease in reported behaviour incidents for 29 per cent of participants. Overall, the evaluation indicated that the DRUMBEAT program provides a creative medium for working with at‐risk young people and helps develop self‐esteem and social relationship skills., – There is a paucity of published evaluations of interventions of this kind. Also novel is the delivery of the program in a school‐based rather than clinical therapy setting. The paper also demonstrates how a “real world” intervention program can go beyond basic process evaluation to collect outcome data that helps build the evidence base for mental health promotion.",2013.0,28.0,51.0,"{'volume': '12', 'pages': '70-79', 'name': 'Journal of Public Mental Health'}","{'bibtex': '@Article{Wood2013ToTB,\n author = {L. Wood and P. Ivery and R. Donovan and Estée Lambin},\n journal = {Journal of Public Mental Health},\n pages = {70-79},\n title = {“To the beat of a different drum”: improving the social and mental wellbeing of at‐risk young people through drumming},\n volume = {12},\n year = {2013}\n}\n'}","[{'authorId': '145585911', 'name': 'L. Wood'}, {'authorId': '107795845', 'name': 'P. Ivery'}, {'authorId': '6171075', 'name': 'R. Donovan'}, {'authorId': '153775476', 'name': 'Estée Lambin'}]"
1072,6dfbc6444822b65485aaa61f9beef694010de3d7,Usability Evaluation In Industry,"Part 1 Elements of usability: a combined effort in the standardization of user interface usable usability evaluations - if the mountain won't come to Mohammed, Mohammed must go to the mountain combining data in the evaluation of product usability. Part 2 Selecting evaluation methods: factors affecting methods and techniques of usability evaluation information ecologies, experience and ergonomics do-it-yourself usability evaluation - guiding software developers to usability. Part 3 Field studies: service information and evaluation evaluation of a multi- system situation observation as a technique for usability evaluation field based prototyping. Part 4 Informal methods: quick and dirty usability tests effective informal methods getting the most out of quick and dirty user interface simulations. Part 5 New evaluation methods: a cost-effective method for the ""in the field"" usabilty evaluation co-discovery exploration - an informal method for the iterative design of consumer products private camera conversation - a new method for eliciting user responses repatory grid theory and its application to product evaluation. Part 6 ""Off the shelf"" evaluation methods: software usability measurement inventory - background and usage the usability checklist approach revisited SUS - a quick and dirty usability scale FACE - a rapid method for evaluation user interfaces. Part 7 Task analysis: hierarchical task analysis - an overview task analysis for error identification. Part 8 Issues relating to usability evaluation: performance measurement and ecological evaluation seminar discussions - issues for usability evaluation in industry.",1996.0,0.0,1188.0,"{'volume': '', 'pages': '179-188', 'name': ''}","{'bibtex': '@Inproceedings{Jordan1996UsabilityEI,\n author = {P. Jordan and B. Thomas and I. McClelland and B. Weerdmeester},\n pages = {179-188},\n title = {Usability Evaluation In Industry},\n year = {1996}\n}\n'}","[{'authorId': '34905816', 'name': 'P. Jordan'}, {'authorId': '143885009', 'name': 'B. Thomas'}, {'authorId': '144780193', 'name': 'I. McClelland'}, {'authorId': '66393944', 'name': 'B. Weerdmeester'}]"
1073,6e08bc1d57e1741a62681691e9a09e3576ab8935,Distress tolerance and duration of past smoking cessation attempts.,"The present study tested the hypothesis that limited ability to tolerate physical and psychological distress is associated with early relapse from smoking cessation. Specifically, the authors exposed 16 current smokers who had failed to sustain any previous quit attempt for more than 24 hr (immediate relapsers) and 16 smokers with at least 1 sustained quit attempt of 3 months or longer (delayed relapsers) to psychological (mental arithmetic) and physical (carbon dioxide inhalation-breath holding) stressors. Relative to delayed relapsers, immediate relapsers were characterized by higher baseline levels of affective vulnerability, by greater levels of dysphoria and urge to smoke after 12 hr of nicotine deprivation, and by less task persistence on the stressors, suggesting that these may be risk factors for early lapse in the context of quitting smoking.",2002.0,16.0,584.0,"{'volume': '111 1', 'pages': '\n          180-5\n        ', 'name': 'Journal of abnormal psychology'}","{'bibtex': '@Article{Brown2002DistressTA,\n author = {Richard A. Brown and C. Lejuez and C. Kahler and D. Strong},\n journal = {Journal of abnormal psychology},\n pages = {\n          180-5\n        },\n title = {Distress tolerance and duration of past smoking cessation attempts.},\n volume = {111 1},\n year = {2002}\n}\n'}","[{'authorId': '152443841', 'name': 'Richard A. Brown'}, {'authorId': '3693515', 'name': 'C. Lejuez'}, {'authorId': '3967576', 'name': 'C. Kahler'}, {'authorId': '2738479', 'name': 'D. Strong'}]"
1074,6e291facd4ad3bf17231912f595dff4366b07fe5,Analysis of cognitive and attentional profiles in children with and without ADHD using an innovative virtual reality tool,"In previous studies, children with Attention-Deficit Hyperactivity Disorder (ADHD) have been found to have more difficulties with processing speed, working memory, and attentional tasks. The present study aimed to compare the cognitive variables (working memory and processing speed) and the attentional profiles of a sample of students with and without ADHD, using scales from the WISC-IV, and the virtual reality-based attentional test known as ‘Aula Nesplora’; and determine the extent to which the aforementioned variables may predict student group membership. A total of 88 students took part in this study (66 males and 22 females), aged from 6 to 16 years (M = 10.20; SD = 2.79). The sample was divided into two groups: an ADHD group (n = 50) and a Control group (n = 38). Students in the ADHD group obtained lower scores in working memory and in processing speed, as well as demonstrating poorer performance in Aula Nesplora than did their peers. Working memory, and the number of omissions, were both shown to be reliable predictors of group membership. This study revealed the importance of obtaining data from attentional variables differentiated by modality when considering cognitive variables, in order to better characterize the difficulties experienced by individuals diagnosed with ADHD.",2018.0,57.0,30.0,"{'volume': '13', 'name': 'PLoS ONE'}","{'bibtex': '@Article{Areces2018AnalysisOC,\n author = {D. Areces and J. Dockrell and T. García and P. González-Castro and C. Rodríguez},\n journal = {PLoS ONE},\n title = {Analysis of cognitive and attentional profiles in children with and without ADHD using an innovative virtual reality tool},\n volume = {13},\n year = {2018}\n}\n'}","[{'authorId': '5758544', 'name': 'D. Areces'}, {'authorId': '5956483', 'name': 'J. Dockrell'}, {'authorId': '144917551', 'name': 'T. García'}, {'authorId': '1398241645', 'name': 'P. González-Castro'}, {'authorId': '80112082', 'name': 'C. Rodríguez'}]"
1075,6e78960d10d6eddf9ce219aba541bdd6ab9fb909,MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,"MCCALL, ROBERT B.; APPELBAUM, MARK I.; AND HOGARTY, PAMELA S. Developmental Changes in Mental Performance. Monographs of the Society for Research in Child Development, 1973, 38 (3, Serial No. 150). A distinction was made between the general level of a person's IQ (i.e., the average of his scores across age) and his profile contour (i.e., the developmental pattern of inflections in performance). Most research has focused on the general level of IQ and its correlates; this project systematically investigated patterns of IQ change with data from the Fels Longitudinal Study. Normal middle-class children changed an average of 28.5 IQ points between 21/2 and 17 years of age, and one in seven displayed shifts of more than 40 points. While siblings were more similar in their general level of IQ than unrelated children matched or unmatched for social class, the pattern of developmental changes in childhood IQs or infant DQs was not more similar among siblings than among unrelated children. Twins and triplets scored lower in general level and were less variable in IQ over age than singletons, thus potentially qualifying attempts to generalize IQ change results based upon multiple-birth samples to singletons. Parent-child IQ correlations were higher when the parent was assessed as an adult than if both parent and child were tested at the same chronological ages. A sample of 80 subjects who had relatively complete IQ data (maximum of 17 tests) between 2/2 and 17 years were clustered into five groups which represented different patterns of IQ change over age. These profiles were relatively simple linear or quadratic trends and not random fluctuations about a constant value. Major inflection points occurred at 6 and 10 years of age. It was not obvious that these patterns were simple products of repeated testing or the changing nature of the IQ test. The children in the five IQ profile clusters had parents who were different in the extent to which they attempted to accelerate their child's development and the severity of punishments they administered. These parental correlates appeared to hold up even when parental education and IQ as well as the general level of the child's IQ were statistically controlled. Given the assumptions prompted by these data, the changing nature of environmental circumstances across the childhood years for a given individual may be as potent in changing IQ as the differences between family environments. This content downloaded from 131.232.13.6 on Sat, 25 Jun 2016 06:09:01 UTC All use subject to http://about.jstor.org/terms I. THE LONGITUDINAL STUDY OF DEVELOPMENTAL CHANGES IN IQ Several reviews of the literature on the development of mental performance are available (Bayley 1970; Bloom 1964; Pinneau 1961). However, most of the research surveyed involves correlations between mental test performance at several different ages and correlations between personality and social variables with IQ at one age versus another. Such research strategies are valuable and have yielded important results, but they are ""developmental"" only in the sense that data are available at several ages on the same subjects and correlational relationships are derived within and across age periods. Because the correlation coefficient is independent of the means of the distributions, it is possible to obtain high correlational stability of IQ across age but marked fluctuations in the group mean. In short, cross-age correlations reveal little about the nature of absolute changes in level of performance, and they provide only partial information about individual differences in developmental pattern. This project focuses on developmental patterns of change in the level of mental performance as assessed by traditional intelligence tests.",2016.0,97.0,6663.0,,"{'bibtex': '@Inproceedings{Mccall2016MONOGRAPHSOT,\n author = {R. Mccall},\n title = {MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT},\n year = {2016}\n}\n'}","[{'authorId': '143887530', 'name': 'R. Mccall'}]"
1076,6ebc6407ecaf9a73b96014055b9068a553b846ee,Escaping the Gift Economy,"Researchers have analyzed the dark side of the gift, but they have remained blind to what it implies about the market. Drawing on the experiences of a group of informants who participated in an ethnographical study of house moving in Montreal, Canada, this article provides significant evidence that the unattractiveness of the gift economy can incite people to turn to the market as an escape. It examines how people use the market to free themselves from the straitjacket of social expectations—from the sense of indebtedness and emotional oppression—which constrains them in their reciprocity relations inside the gift economy. The standard views of CCT researchers concerning the valorization of the gift economy are challenged, as well as the axiology that implicitly informs their research. As a result, it is necessary to discuss the inversion of this axiology.",2009.0,47.0,147.0,"{'volume': '36', 'pages': '671-685', 'name': 'Journal of Consumer Research'}","{'bibtex': '@Article{Marcoux2009EscapingTG,\n author = {J. Marcoux},\n journal = {Journal of Consumer Research},\n pages = {671-685},\n title = {Escaping the Gift Economy},\n volume = {36},\n year = {2009}\n}\n'}","[{'authorId': '114756298', 'name': 'J. Marcoux'}]"
1077,6f11457987fc6b34efad341a1bdfdaa1d1f0e0d6,The role of emotions in marketing,"Emotions are mental states of readiness that arise from appraisals of events or one’s own thoughts. In this article, the authors discuss the differentiation of emotions from affect, moods, and attitudes, and outline an appraisal theory of emotions. Next, various measurement issues are considered. This is followed by an analysis of the role of arousal in emotions. Emotions as markers, mediators, and moderators of consumer responses are then analyzed. The authors turn next to the influence of emotions on cognitive processes, which is followed by a study of the implications of emotions for volitions, goal-directed behavior, and decisions to help. Emotions and customer satisfaction are briefly explored, too. The article closes with a number of questions for future research.",1999.0,162.0,2857.0,"{'volume': '27', 'pages': '184-206', 'name': 'Journal of the Academy of Marketing Science'}","{'bibtex': '@Article{Bagozzi1999TheRO,\n author = {R. Bagozzi and M. Gopinath and Prashanth U. Nyer},\n journal = {Journal of the Academy of Marketing Science},\n pages = {184-206},\n title = {The role of emotions in marketing},\n volume = {27},\n year = {1999}\n}\n'}","[{'authorId': '145172638', 'name': 'R. Bagozzi'}, {'authorId': '47737665', 'name': 'M. Gopinath'}, {'authorId': '101092901', 'name': 'Prashanth U. Nyer'}]"
1078,6f15eefd976ff5b45cd26b3ae3f5b4f67a388cf6,Can a Virtual Nature Experience Reduce Anxiety and Agitation in People With Dementia?,"ABSTRACT Research has found that viewing nature reduces stress and improves mood, but few studies have focused on the potential of viewing nature to reduce negative emotions associated with dementia. Using a counterbalanced design, 14 memory care residents were alternately exposed to a virtual nature experience (treatment) and a generational movie (control). Before and after each exposure, heart rate was measured, and emotions were assessed with the Observed Emotion Rating Scale and the Agitated Behavior Scale. Results are that heart rate declined significantly compared with the generational movie, and anxiety and pleasure showed greater improvements during the nature intervention, although the difference was not significant.",2018.0,53.0,27.0,"{'volume': '32', 'pages': '176 - 193', 'name': 'Journal of Housing For the Elderly'}","{'bibtex': '@Article{Reynolds2018CanAV,\n author = {Lori Reynolds and Susan D. Rodiek and M. Lininger and Ms Aubrey McCulley},\n journal = {Journal of Housing For the Elderly},\n pages = {176 - 193},\n title = {Can a Virtual Nature Experience Reduce Anxiety and Agitation in People With Dementia?},\n volume = {32},\n year = {2018}\n}\n'}","[{'authorId': '2065627273', 'name': 'Lori Reynolds'}, {'authorId': '47678574', 'name': 'Susan D. Rodiek'}, {'authorId': '6358045', 'name': 'M. Lininger'}, {'authorId': '1654664322', 'name': 'Ms Aubrey McCulley'}]"
