,paperId,title,abstract,year,referenceCount,citationCount,journal,citationStyles,authors
1026,4b56df114f05e76c5bd30635a1b06bce6043f2e0,Vividness of general mental imagery is associated with the occurrence of intrusive memories.,,2013.0,34.0,51.0,"{'volume': '44 2', 'pages': '\n          221-6\n        ', 'name': 'Journal of behavior therapy and experimental psychiatry'}","{'bibtex': '@Article{Morina2013VividnessOG,\n author = {N. Morina and Eilika Leibold and T. Ehring},\n journal = {Journal of behavior therapy and experimental psychiatry},\n pages = {\n          221-6\n        },\n title = {Vividness of general mental imagery is associated with the occurrence of intrusive memories.},\n volume = {44 2},\n year = {2013}\n}\n'}","[{'authorId': '145500304', 'name': 'N. Morina'}, {'authorId': '40450979', 'name': 'Eilika Leibold'}, {'authorId': '4024723', 'name': 'T. Ehring'}]"
1027,4b90006f2ba4c0e1a9be1a6a6eb19f921a0748ba,"An Interdependent Model of Personality, Motivation, Emotion, and Mood for Intelligent Virtual Agents","Building intelligent agents that can believably interact with humans is a difficult yet important task in a host of applications, including therapy, education, and entertainment. We submit that in order to enhance believability, the agent's affective state should be accurately modeled and should realistically influence the agent's behavior. We propose a computational model of affect which incorporates an empirically-based interplay between its various affective components - personality, motivation, emotion, and mood. Further, our model captures a number of salient mechanisms that are observable in humans and that influence the agent's behavior. We are therefore hopeful that our model will facilitate more engaging and meaningful human-agent interactions. We evaluate our model and illustrate its efficacy, as well as the importance of the different components in the model and their interplay.",2019.0,37.0,17.0,{'name': 'Proceedings of the 19th ACM International Conference on Intelligent Virtual Agents'},"{'bibtex': '@Article{Shvo2019AnIM,\n author = {Maayan Shvo and Jakob Buhmann and Mubbasir Kapadia},\n journal = {Proceedings of the 19th ACM International Conference on Intelligent Virtual Agents},\n title = {An Interdependent Model of Personality, Motivation, Emotion, and Mood for Intelligent Virtual Agents},\n year = {2019}\n}\n'}","[{'authorId': '40959392', 'name': 'Maayan Shvo'}, {'authorId': '51147349', 'name': 'Jakob Buhmann'}, {'authorId': '143980996', 'name': 'Mubbasir Kapadia'}]"
1028,4baf0384713926d403871e797fc5671237ffb418,The comparative neuroanatomy and neurochemistry of zebrafish CNS systems of relevance to human neuropsychiatric diseases,,2010.0,93.0,346.0,"{'volume': '40', 'pages': '46-57', 'name': 'Neurobiology of Disease'}","{'bibtex': '@Article{Panula2010TheCN,\n author = {P. Panula and Yu-chia Chen and M. Priyadarshini and H. Kudo and S. Semenova and M. Sundvik and V. Sallinen},\n journal = {Neurobiology of Disease},\n pages = {46-57},\n title = {The comparative neuroanatomy and neurochemistry of zebrafish CNS systems of relevance to human neuropsychiatric diseases},\n volume = {40},\n year = {2010}\n}\n'}","[{'authorId': '39502103', 'name': 'P. Panula'}, {'authorId': '2109362383', 'name': 'Yu-chia Chen'}, {'authorId': '144497719', 'name': 'M. Priyadarshini'}, {'authorId': '153071228', 'name': 'H. Kudo'}, {'authorId': '48822202', 'name': 'S. Semenova'}, {'authorId': '6234213', 'name': 'M. Sundvik'}, {'authorId': '6671708', 'name': 'V. Sallinen'}]"
1029,4bb221844ca06eee17add0c992ece36649686a5e,Physiological resonance between mates through calls as possible evidence of empathic processes in songbirds,,2015.0,73.0,36.0,"{'volume': '75', 'pages': '130-141', 'name': 'Hormones and Behavior'}","{'bibtex': '@Article{Perez2015PhysiologicalRB,\n author = {E. Perez and J. E. Elie and Ingrid C. A. Boucaud and Thomas Crouchet and C. Soulage and H. Soula and F. Theunissen and C. Vignal},\n journal = {Hormones and Behavior},\n pages = {130-141},\n title = {Physiological resonance between mates through calls as possible evidence of empathic processes in songbirds},\n volume = {75},\n year = {2015}\n}\n'}","[{'authorId': '6482944', 'name': 'E. Perez'}, {'authorId': '4954719', 'name': 'J. E. Elie'}, {'authorId': '6392117', 'name': 'Ingrid C. A. Boucaud'}, {'authorId': '114755060', 'name': 'Thomas Crouchet'}, {'authorId': '4589392', 'name': 'C. Soulage'}, {'authorId': '1785866', 'name': 'H. Soula'}, {'authorId': '1736718', 'name': 'F. Theunissen'}, {'authorId': '35101923', 'name': 'C. Vignal'}]"
1030,4bdd9db32a1d73647fbe44c7b51c8d22c7f2190e,Seven Affordances of Computer-Supported Collaborative Learning: How to Support Collaborative Learning? How Can Technologies Help?,"This article proposes 7 core affordances of technology for collaborative learning based on theories of collaborative learning and CSCL (Computer-Supported Collaborative Learning) practices. Technology affords learner opportunities to (1) engage in a joint task, (2) communicate, (3) share resources, (4) engage in productive collaborative learning processes, (5) engage in co-construction, (6) monitor and regulate collaborative learning, and (7) find and build groups and communities. We elaborate our framework using in-depth explorations of how technologies are actually used to support collaborative learning in CSCL research and identify representative design strategies and technology examples. While technology can play an important role in addressing the demands of collaborative learning, it needs to be considered in conjunction with pedagogical strategies and other social and cultural supports for collaborative learning. The supports also need to remain at an appropriate level so as not to interfere with long-term learning goals.",2016.0,158.0,263.0,"{'volume': '51', 'pages': '247 - 265', 'name': 'Educational Psychologist'}","{'bibtex': '@Article{Jeong2016SevenAO,\n author = {Heisawn Jeong and C. Hmelo‐Silver},\n journal = {Educational Psychologist},\n pages = {247 - 265},\n title = {Seven Affordances of Computer-Supported Collaborative Learning: How to Support Collaborative Learning? How Can Technologies Help?},\n volume = {51},\n year = {2016}\n}\n'}","[{'authorId': '36069747', 'name': 'Heisawn Jeong'}, {'authorId': '1402023632', 'name': 'C. Hmelo‐Silver'}]"
1031,4bec2b45dab7a48e8b30de09fc417fca5f9637ba,How Effective are Pedagogical Agents for Learning? A Meta-Analytic Review,"Research on the use of software programs and tools such as pedagogical agents has peaked over the last decade. Pedagogical agents are on-screen characters that facilitate instruction. This meta-analysis examined the effect of using pedagogical agents on learning by reviewing 43 studies involving 3,088 participants. Analysis of the results indicated that pedagogical agents produced a small but significant effect on learning. The overall mean effect size was moderated by the contextual and methodological features of the studies. The findings revealed that the use of pedagogical agents were more beneficial for K-12 students than post-secondary students. Pedagogical agents that communicated with students using on-screen text facilitated learning more effectively than agents that communicated using narration. The findings of this study have implications for advancing theory and practice, as well as highlighting productive future directions for research.",2013.0,80.0,187.0,"{'volume': '49', 'pages': '1 - 39', 'name': 'Journal of Educational Computing Research'}","{'bibtex': '@Article{Schroeder2013HowEA,\n author = {Noah L. Schroeder and Olusola O. Adesope and R. Gilbert},\n journal = {Journal of Educational Computing Research},\n pages = {1 - 39},\n title = {How Effective are Pedagogical Agents for Learning? A Meta-Analytic Review},\n volume = {49},\n year = {2013}\n}\n'}","[{'authorId': '2854999', 'name': 'Noah L. Schroeder'}, {'authorId': '2819909', 'name': 'Olusola O. Adesope'}, {'authorId': '1399335114', 'name': 'R. Gilbert'}]"
1032,4bf061f85d1495448f83b5e3bb6ec7e30bfe818d,The persona effect: affective impact of animated pedagogical agents,"Animated pedagogical agents that inhabit interactive learning environments can exhibit strikingly lifelike behaviors. In addition to providing problem-solving advice in response to students’ activities in the learning environment, these agents may also be able to play a powerful motivational role. To design the most effective agent-based learning environment software, it is essential to understand how students perceive an animated pedagogical agent with regard to affective dimensions such as encouragement, utility, credibility, and clarity. This paper describes a study of the affective impact of animated pedagogical agents on students’ learning experiences. One hundred middle school students interacted with animated pedagogical agents to assess their perception of agents’ affective characteristics. The study revealed the persona eflecr, which is that the presence of a lifelike character in an interactive learning environment~ven one that is not expressive— can have a strong positive effect on student’s perception of their learning experience. The study also demonstrates the interesting effect of multiple types of explanatory behaviors on both affective perception and learning performance.",1997.0,23.0,941.0,{'name': 'Proceedings of the ACM SIGCHI Conference on Human factors in computing systems'},"{'bibtex': '@Article{Lester1997ThePE,\n author = {James C. Lester and S. Converse and Susan H. Kahler and S. T. Barlow and Brian A. Stone and Ravinder S. Bhogal},\n journal = {Proceedings of the ACM SIGCHI Conference on Human factors in computing systems},\n title = {The persona effect: affective impact of animated pedagogical agents},\n year = {1997}\n}\n'}","[{'authorId': '2249310517', 'name': 'James C. Lester'}, {'authorId': '3047047', 'name': 'S. Converse'}, {'authorId': '2249314519', 'name': 'Susan H. Kahler'}, {'authorId': '2249325955', 'name': 'S. T. Barlow'}, {'authorId': '143980642', 'name': 'Brian A. Stone'}, {'authorId': '2687019', 'name': 'Ravinder S. Bhogal'}]"
1034,4c0c696d2dc6a12f148fb8a5d1f94c3ab0a97207,"Crowd simulation incorporating agent psychological models, roles and communication","Abstract : We describe a new architecture to integrate a psychological model into a crowd simulation system in order to obtain believable emergent behaviors. Our existing crowd simulation system (MACES) performs high level wayfinding to explore unknown environments and obtain a cognitive map for navigation purposes, in addition to dealing with low level motion within each room based on social forces. Communication and roles are added to achieve individualistic behaviors and a realistic way to spread information about the environment. To expand the range of realistic human behaviors, we use a system (PMFserv) that implements human behavior models from a range of ability, stress, emotion, decision theoretic and motivation sources. An architecture is proposed that combines and integrates MACES and PMFserv to add validated agent behaviors to crowd simulations.",2005.0,35.0,237.0,"{'volume': '', 'name': ''}","{'bibtex': ""@Inproceedings{Pelechano2005CrowdSI,\n author = {N. Pelechano and Kevin O'Brien and B. Silverman and N. Badler},\n title = {Crowd simulation incorporating agent psychological models, roles and communication},\n year = {2005}\n}\n""}","[{'authorId': '1746484', 'name': 'N. Pelechano'}, {'authorId': '2059261082', 'name': ""Kevin O'Brien""}, {'authorId': '1714492', 'name': 'B. Silverman'}, {'authorId': '1699200', 'name': 'N. Badler'}]"
1035,4c1f0185446e631f760a6a435a98c915554f9dcb,Pictures of Facial Affect,,1976.0,0.0,4388.0,"{'volume': '', 'name': ''}","{'bibtex': '@Inproceedings{Ekman1976PicturesOF,\n author = {P. Ekman},\n title = {Pictures of Facial Affect},\n year = {1976}\n}\n'}","[{'authorId': '21451088', 'name': 'P. Ekman'}]"
1036,4c528ddeccef61d8408c4a33f976019f496f0181,Everyone for themselves? A comparative study of crowd solidarity among emergency survivors.,"Crowd behaviour in emergencies has previously been explained in terms of either 'mass panic' or strength of pre-existing social bonds. The present paper reports results from a study comparing high- versus low-identification emergency mass emergency survivors to test the interlinked claims (1) that shared identity in an emergency crowd enhances expressions of solidarity and reduces 'panic' behaviour and (2) that such a shared identity can arise from the shared experience of the emergency itself. Qualitative and descriptive quantitative analyses were carried out on interviews with 21 survivors of 11 emergencies. The analysis broadly supports these two claims. The study therefore points to the usefulness of a new approach to mass emergency behaviour, based on self-categorization theory (SCT).",2009.0,68.0,284.0,"{'volume': '48 Pt 3', 'pages': '\n          487-506\n        ', 'name': 'The British journal of social psychology'}","{'bibtex': '@Article{Drury2009EveryoneFT,\n author = {J. Drury and C. Cocking and S. Reicher},\n journal = {The British journal of social psychology},\n pages = {\n          487-506\n        },\n title = {Everyone for themselves? A comparative study of crowd solidarity among emergency survivors.},\n volume = {48 Pt 3},\n year = {2009}\n}\n'}","[{'authorId': '3385871', 'name': 'J. Drury'}, {'authorId': '10441643', 'name': 'C. Cocking'}, {'authorId': '6078899', 'name': 'S. Reicher'}]"
1037,4c607cc0b91336891fb91e6fa2ab6901e7ddf206,Human perception of a conversational virtual human: an empirical study on the effect of emotion and culture,,2013.0,103.0,18.0,"{'volume': '17', 'pages': '307-321', 'name': 'Virtual Reality'}","{'bibtex': '@Article{Qu2013HumanPO,\n author = {C. Qu and Willem-Paul Brinkman and Y. Ling and P. Wiggers and I. Heynderickx},\n journal = {Virtual Reality},\n pages = {307-321},\n title = {Human perception of a conversational virtual human: an empirical study on the effect of emotion and culture},\n volume = {17},\n year = {2013}\n}\n'}","[{'authorId': '144037969', 'name': 'C. Qu'}, {'authorId': '145495942', 'name': 'Willem-Paul Brinkman'}, {'authorId': '2055564023', 'name': 'Y. Ling'}, {'authorId': '1699908', 'name': 'P. Wiggers'}, {'authorId': '145412643', 'name': 'I. Heynderickx'}]"
1038,4c8d8f01201e2f3708d5dedc384e9ab0e9c1f66e,The effect of emotional feedback on behavioral intention to use computer based assessment,,2012.0,89.0,88.0,"{'volume': '59', 'pages': '710-721', 'name': 'Comput. Educ.'}","{'bibtex': '@Article{Terzis2012TheEO,\n author = {V. Terzis and C. Moridis and A. Economides},\n journal = {Comput. Educ.},\n pages = {710-721},\n title = {The effect of emotional feedback on behavioral intention to use computer based assessment},\n volume = {59},\n year = {2012}\n}\n'}","[{'authorId': '3143768', 'name': 'V. Terzis'}, {'authorId': '2036872', 'name': 'C. Moridis'}, {'authorId': '1741577', 'name': 'A. Economides'}]"
1040,4c915c1eecb217c123a36dc6d3ce52d12c742614,Simple statistical gradient-following algorithms for connectionist reinforcement learning,,1992.0,37.0,7391.0,"{'volume': '8', 'pages': '229-256', 'name': 'Machine Learning'}","{'bibtex': '@Article{Williams1992SimpleSG,\n author = {Ronald J. Williams},\n journal = {Machine Learning},\n pages = {229-256},\n title = {Simple statistical gradient-following algorithms for connectionist reinforcement learning},\n volume = {8},\n year = {1992}\n}\n'}","[{'authorId': '2116648700', 'name': 'Ronald J. Williams'}]"
1041,4c940c7726ddd513e95d808442a77396d71e9f07,Universal dimensions of social cognition: warmth and competence,,2007.0,69.0,3203.0,"{'volume': '11', 'pages': '77-83', 'name': 'Trends in Cognitive Sciences'}","{'bibtex': '@Article{Fiske2007UniversalDO,\n author = {S. Fiske and Amy J. C. Cuddy and P. Glick},\n journal = {Trends in Cognitive Sciences},\n pages = {77-83},\n title = {Universal dimensions of social cognition: warmth and competence},\n volume = {11},\n year = {2007}\n}\n'}","[{'authorId': '1885803', 'name': 'S. Fiske'}, {'authorId': '3513501', 'name': 'Amy J. C. Cuddy'}, {'authorId': '48151160', 'name': 'P. Glick'}]"
1043,4c975a0615112fd9eeeed157ab4842509b0e15ba,An evaluation of optical flow algorithms for crowd analytics in surveillance system,"Optical flow technique is one of the significant motion estimation techniques. Due to its importance, several optical flow technique have been used in order to estimate the velocity and the direction of the pedestrians in the crowded scenes. This paper presents an overview of the optical flow methods that used mainly for pedestrian and crowd motion detection. The work focuses on the conventional optical flow method such as Lucas & Kanade and Horn & Schunck methods as well as the most recent methods such as Classic+NL that combines the classic formulation with a new non-local term. The improvement in computational efficiency and increasing interest in robust and accurate motion estimation algorithms lead to increase in the use of optical flow in crowd analytic applications. The implementation of optical flow algorithms is investigated and an evaluation of those techniques is provided qualitatively as well as quantitatively. The qualitative analysis illustrates the optical flow performance in terms of large motion, occlusion, motion discontinuities, illumination and different light condition. Quantitative analysis is in terms of computational time and accuracy.",2016.0,30.0,12.0,"{'pages': '1-6', 'name': '2016 6th International Conference on Intelligent and Advanced Systems (ICIAS)'}","{'bibtex': '@Article{Kajo2016AnEO,\n author = {I. Kajo and A. Malik and N. Kamel},\n journal = {2016 6th International Conference on Intelligent and Advanced Systems (ICIAS)},\n pages = {1-6},\n title = {An evaluation of optical flow algorithms for crowd analytics in surveillance system},\n year = {2016}\n}\n'}","[{'authorId': '3279528', 'name': 'I. Kajo'}, {'authorId': '1791942', 'name': 'A. Malik'}, {'authorId': '1724923', 'name': 'N. Kamel'}]"
1044,4ca85470edf8a5499921ac35209887e013b64a9b,Using human physiology to evaluate subtle expressivity of a virtual quizmaster in a mathematical game,,2005.0,38.0,167.0,"{'volume': '62', 'pages': '231-245', 'name': 'Int. J. Hum. Comput. Stud.'}","{'bibtex': '@Article{Prendinger2005UsingHP,\n author = {H. Prendinger and Junichiro Mori and M. Ishizuka},\n journal = {Int. J. Hum. Comput. Stud.},\n pages = {231-245},\n title = {Using human physiology to evaluate subtle expressivity of a virtual quizmaster in a mathematical game},\n volume = {62},\n year = {2005}\n}\n'}","[{'authorId': '2356111', 'name': 'H. Prendinger'}, {'authorId': '40645851', 'name': 'Junichiro Mori'}, {'authorId': '144666118', 'name': 'M. Ishizuka'}]"
1046,4ca9ed2058fb353e749ab0167881522aa37da9e0,How an animated pedagogical agent’s emotional expression can impact trust and learning outcomes: Emotive virtual humans have the same results with a smile or scowl,"The current study examines if the emotional expression of an animated pedagogical agent has an impact on the trust formed between learners and the agent or on learning outcomes. Researchers have shown that the design decisions of pedagogical agents, or virtual humans, can impact user interaction. However, the effects of the virtual human’s emotional expression have yet to be fully understood. Results from this study show that trust is not affected by the emotional expression of the agents. However, evidence suggests that emotive virtual humans reduce attrition effects compared to agents without emotional expressions.",2022.0,30.0,2.0,"{'name': 'Proceedings of the Human Factors and Ergonomics Society Annual Meeting', 'pages': '470 - 474', 'volume': '66'}","{'bibtex': '@Article{Siegle2022HowAA,\n author = {Robert F. Siegle and Jodi L. Puchalski and Scotty D. Craig},\n booktitle = {Proceedings of the Human Factors and Ergonomics Society Annual Meeting},\n journal = {Proceedings of the Human Factors and Ergonomics Society Annual Meeting},\n pages = {470 - 474},\n title = {How an animated pedagogical agent’s emotional expression can impact trust and learning outcomes: Emotive virtual humans have the same results with a smile or scowl},\n volume = {66},\n year = {2022}\n}\n'}","[{'authorId': '2048147986', 'name': 'Robert F. Siegle'}, {'authorId': '2189226481', 'name': 'Jodi L. Puchalski'}, {'authorId': '2122336', 'name': 'Scotty D. Craig'}]"
1047,4cc7d53edbf76313a65f32b4cb0347d528868d98,Emotion Regulation,,,59.0,865.0,,"{'bibtex': '@Misc{None,\n author = {C. Mazefsky and S. White},\n title = {Emotion Regulation}\n}\n'}","[{'authorId': '3501849', 'name': 'C. Mazefsky'}, {'authorId': '2197231', 'name': 'S. White'}]"
1048,4cccdd1124a02b9c55b1cd198bfea0dd179d765b,An embodied virtual agent platform for emotional Stroop effect experiments: A proof of concept,,2018.0,50.0,5.0,"{'name': '', 'pages': '107-114', 'volume': '24'}","{'bibtex': '@Inproceedings{Oker2018AnEV,\n author = {A. Oker and N. Glas and Florian Pecune and C. Pelachaud},\n booktitle = {Biologically Inspired Cognitive Architectures},\n pages = {107-114},\n title = {An embodied virtual agent platform for emotional Stroop effect experiments: A proof of concept},\n volume = {24},\n year = {2018}\n}\n'}","[{'authorId': '2018806', 'name': 'A. Oker'}, {'authorId': '1679818', 'name': 'N. Glas'}, {'authorId': '3021264', 'name': 'Florian Pecune'}, {'authorId': '1703084', 'name': 'C. Pelachaud'}]"
1049,4ceab95edc251fa2394bcba85efbb012d8e42273,Profound correlation of human and NAO-robot interaction through facial expression controlled by EEG sensor,,2018.0,0.0,5.0,{'name': 'International Journal of ADVANCED AND APPLIED SCIENCES'},"{'bibtex': '@Article{Basori2018ProfoundCO,\n author = {A. Basori and Mohamed Abdulkareem Ahmed and A. S. Prabuwono and Arda Yunianta and Arif Bramantoro and I. Syamsuddin and K. Allehaibi and Vantaa Finland Tikkurila Oyj},\n journal = {International Journal of ADVANCED AND APPLIED SCIENCES},\n title = {Profound correlation of human and NAO-robot interaction through facial expression controlled by EEG sensor},\n year = {2018}\n}\n'}","[{'authorId': '2717355', 'name': 'A. Basori'}, {'authorId': '50307500', 'name': 'Mohamed Abdulkareem Ahmed'}, {'authorId': '1751633', 'name': 'A. S. Prabuwono'}, {'authorId': '2871740', 'name': 'Arda Yunianta'}, {'authorId': '2591609', 'name': 'Arif Bramantoro'}, {'authorId': '2770383', 'name': 'I. Syamsuddin'}, {'authorId': '71623502', 'name': 'K. Allehaibi'}, {'authorId': None, 'name': 'Vantaa Finland Tikkurila Oyj'}]"
1050,4ced02d07c7df96994d51abf776c255b13b8a427,A Socio-Physical Approach to Systemic Risk Reduction in Emergency Response and Preparedness,"This paper proposes a socio-physical approach that considers jointly the interaction and integration of the social and physical views of a system to improve emergency response and preparedness. This is accomplished through a reduction of systemic risk, which refers to a risk that could be greater than the sum of the risks of the individual system constituents. Using network analysis, it is shown that the explicit socio-physical approach yields meaningful qualitative and quantitative differences when compared with approaches that focus on the social and physical views in isolation. The benefits of this proposed approach are illustrated on a case study using clustering analysis and a proof-of-concept simulation. This new approach leads to systemic risk reduction by enabling a more informed and coordinated response strategy following an incident and a better identification of possible consequences and preparation strategies prior to an incident.",2015.0,67.0,13.0,"{'volume': '45', 'pages': '1125-1137', 'name': 'IEEE Transactions on Systems, Man, and Cybernetics: Systems'}","{'bibtex': '@Article{Ross2015ASA,\n author = {William Ross and A. Gorod and M. Ulieru},\n journal = {IEEE Transactions on Systems, Man, and Cybernetics: Systems},\n pages = {1125-1137},\n title = {A Socio-Physical Approach to Systemic Risk Reduction in Emergency Response and Preparedness},\n volume = {45},\n year = {2015}\n}\n'}","[{'authorId': '144610188', 'name': 'William Ross'}, {'authorId': '1774782', 'name': 'A. Gorod'}, {'authorId': '9241846', 'name': 'M. Ulieru'}]"
1051,4d19bf083183093c39a072a1b176c8aada0814f2,Two-Dimensional Mind Perception Model of Humanoid Virtual Agent,"In this paper, we verified two kinds of two-dimensional mind perception models of humanoid virtual agents and investigate the relationship between the models and effect of emotional contagion. To verify the two kinds of dimensional models, we used questionnaires from prior works and our own questionnaire. From these questionnaires, we constructed an ""agency""- ""experience"" model and ""familiarity""-""'reality"" model from EFA. These two models are valid for distinguishing humanoid agents and predicting the effect of emotional contagion. The factor scores of ""experience"" and ""familiarity"" have a high correlation coefficient with the effect of emotional contagion. This result suggests a method for designing humanoid agents that have a high emotional contagion ability.",2017.0,22.0,8.0,{'name': 'Proceedings of the 5th International Conference on Human Agent Interaction'},"{'bibtex': '@Book{Matsui2017TwoDimensionalMP,\n author = {T. Matsui and S. Yamada},\n booktitle = {International Conference on Human-Agent Interaction},\n journal = {Proceedings of the 5th International Conference on Human Agent Interaction},\n title = {Two-Dimensional Mind Perception Model of Humanoid Virtual Agent},\n year = {2017}\n}\n'}","[{'authorId': '49201495', 'name': 'T. Matsui'}, {'authorId': '1679243', 'name': 'S. Yamada'}]"
1052,4d429cdc36db4cd07b9b42b067255cd136faa0f4,"Analysis of Elderly Users' Preferences and Expectations on Service Robot's Personality, Appearance and Interaction",,2016.0,11.0,17.0,{'pages': '35-44'},"{'bibtex': ""@Inproceedings{Kleanthous2016AnalysisOE,\n author = {S. Kleanthous and C. Christophorou and Christiana Tsiourti and C. Dantas and Rachelle Wintjens and G. Samaras and Eleni Christodoulou},\n pages = {35-44},\n title = {Analysis of Elderly Users' Preferences and Expectations on Service Robot's Personality, Appearance and Interaction},\n year = {2016}\n}\n""}","[{'authorId': '2478971', 'name': 'S. Kleanthous'}, {'authorId': '3243874', 'name': 'C. Christophorou'}, {'authorId': '2027353', 'name': 'Christiana Tsiourti'}, {'authorId': '49361226', 'name': 'C. Dantas'}, {'authorId': '21537274', 'name': 'Rachelle Wintjens'}, {'authorId': '1750869', 'name': 'G. Samaras'}, {'authorId': '2901750', 'name': 'Eleni Christodoulou'}]"
1053,4d49dc7078e9a69eddfbd9f81e13fbc97db3827f,Does the Directivity of a Virtual Agent's Speech Influence the Perceived Social Presence?,"When interacting and communicating with virtual agents in immersive environments, the agents’ behavior should be believable and authentic. Thereby, one important aspect is a convincing auralization of their speech. In this work-in-progress paper a study design to evaluate the effect of adding directivity to speech sound source on the perceived social presence of a virtual agent is presented. Therefore, we describe the study design and discuss first results of a prestudy as well as consequential improvements of the design.",2018.0,11.0,6.0,"{'volume': '', 'name': ''}","{'bibtex': ""@Inproceedings{Wendt2018DoesTD,\n author = {J. Wendt and Tom Vierjahn and T. Kuhlen and Andrea Bonsch and J. Stienen and B. Weyers and M. Vorländer},\n title = {Does the Directivity of a Virtual Agent's Speech Influence the Perceived Social Presence?},\n year = {2018}\n}\n""}","[{'authorId': '39812907', 'name': 'J. Wendt'}, {'authorId': '2824434', 'name': 'Tom Vierjahn'}, {'authorId': '144483066', 'name': 'T. Kuhlen'}, {'authorId': '1753088713', 'name': 'Andrea Bonsch'}, {'authorId': '52111617', 'name': 'J. Stienen'}, {'authorId': '2638784', 'name': 'B. Weyers'}, {'authorId': '2979397', 'name': 'M. Vorländer'}]"
1054,4d5111410d212e004395ab7cc27ac4d3a0046c1d,Agent-Based Modeling of Emotion Contagion in Groups,,2015.0,41.0,93.0,"{'volume': '7', 'pages': '111-136', 'name': 'Cognitive Computation'}","{'bibtex': '@Article{Bosse2015AgentBasedMO,\n author = {T. Bosse and R. Duell and Z. Memon and Jan Treur and C. N. V. D. Wal},\n journal = {Cognitive Computation},\n pages = {111-136},\n title = {Agent-Based Modeling of Emotion Contagion in Groups},\n volume = {7},\n year = {2015}\n}\n'}","[{'authorId': '145518106', 'name': 'T. Bosse'}, {'authorId': '2790338', 'name': 'R. Duell'}, {'authorId': '2468373', 'name': 'Z. Memon'}, {'authorId': '1726343', 'name': 'Jan Treur'}, {'authorId': '1881843', 'name': 'C. N. V. D. Wal'}]"
1059,4d5954476527b069330608312dc36074840ed276,The Effects of Virtual Agent Humor and Gaze Behavior on Human-Virtual Agent Proxemics,,2011.0,1.0,5.0,{'pages': '458-459'},"{'bibtex': '@Inproceedings{Khooshabeh2011TheEO,\n author = {P. Khooshabeh and Sudeep Gandhe and C. McCall and J. Gratch and J. Blascovich and D. Traum},\n pages = {458-459},\n title = {The Effects of Virtual Agent Humor and Gaze Behavior on Human-Virtual Agent Proxemics},\n year = {2011}\n}\n'}","[{'authorId': '2635945', 'name': 'P. Khooshabeh'}, {'authorId': '2243729', 'name': 'Sudeep Gandhe'}, {'authorId': '143682925', 'name': 'C. McCall'}, {'authorId': '145438097', 'name': 'J. Gratch'}, {'authorId': '2307657', 'name': 'J. Blascovich'}, {'authorId': '144518646', 'name': 'D. Traum'}]"
1060,4d8a5338042da99819746ff835b6f299135e2023,Statistical Power Analysis for the Behavioral Sciences,Contents: Prefaces. The Concepts of Power Analysis. The t-Test for Means. The Significance of a Product Moment rs (subscript s). Differences Between Correlation Coefficients. The Test That a Proportion is .50 and the Sign Test. Differences Between Proportions. Chi-Square Tests for Goodness of Fit and Contingency Tables. The Analysis of Variance and Covariance. Multiple Regression and Correlation Analysis. Set Correlation and Multivariate Methods. Some Issues in Power Analysis. Computational Procedures.,1969.0,0.0,51993.0,{'name': 'The SAGE Encyclopedia of Research Design'},"{'bibtex': '@Article{Cohen1969StatisticalPA,\n author = {Jacob Cohen},\n journal = {The SAGE Encyclopedia of Research Design},\n title = {Statistical Power Analysis for the Behavioral Sciences},\n year = {1969}\n}\n'}","[{'authorId': '145670758', 'name': 'Jacob Cohen'}]"
1061,4da8b256eb810b67fda27d626872985b09c62bb8,Indicators of positive and negative emotions and emotional contagion in pigs,,2013.0,74.0,229.0,"{'volume': '109', 'pages': '42-50', 'name': 'Physiology & Behavior'}","{'bibtex': '@Article{Reimert2013IndicatorsOP,\n author = {I. Reimert and J. Bolhuis and B. Kemp and T. Rodenburg},\n journal = {Physiology & Behavior},\n pages = {42-50},\n title = {Indicators of positive and negative emotions and emotional contagion in pigs},\n volume = {109},\n year = {2013}\n}\n'}","[{'authorId': '6720522', 'name': 'I. Reimert'}, {'authorId': '87674583', 'name': 'J. Bolhuis'}, {'authorId': '3065324', 'name': 'B. Kemp'}, {'authorId': '3760459', 'name': 'T. Rodenburg'}]"
1062,4dcf7fc5b28d9ee5896ca3347d0523e5575687cb,The Effects of Team Flexibility and Emotional Intelligence on Software Development Performance,,2013.0,74.0,45.0,"{'volume': '22', 'pages': '359-377', 'name': 'Group Decision and Negotiation'}","{'bibtex': '@Article{Günsel2013TheEO,\n author = {Ayşe Günsel and Atif Açıkgöz},\n journal = {Group Decision and Negotiation},\n pages = {359-377},\n title = {The Effects of Team Flexibility and Emotional Intelligence on Software Development Performance},\n volume = {22},\n year = {2013}\n}\n'}","[{'authorId': '7943627', 'name': 'Ayşe Günsel'}, {'authorId': '121306849', 'name': 'Atif Açıkgöz'}]"
